turkid,choice,round,condid,condition,startdate,enddate,timing,time_to_choose,time_to_completion,project,project_chosen,valuation,activity,customers,competitors
A642B145D1B744B488FB2B11DBD89C9D,1,19,1,Increasing,2025-09-12 19:37:15,2025-09-12 19:42:03,2025-09-12T19:41:47Z,10.48799991607666,288,2,0,900000,Robotics,12000,8
A642B145D1B744B488FB2B11DBD89C9D,1,19,1,Increasing,2025-09-12 19:37:15,2025-09-12 19:42:03,2025-09-12T19:41:47Z,10.48799991607666,288,0,0,800000,Robotics,8000,6
A642B145D1B744B488FB2B11DBD89C9D,1,19,1,Increasing,2025-09-12 19:37:15,2025-09-12 19:42:03,2025-09-12T19:41:47Z,10.48799991607666,288,1,1,2000000,Robotics,12000,11
A642B145D1B744B488FB2B11DBD89C9D,1,20,1,Increasing,2025-09-12 19:37:15,2025-09-12 19:42:03,2025-09-12T19:41:55Z,8.144000053405762,288,2,0,2700000,Electronics,8000,9
A642B145D1B744B488FB2B11DBD89C9D,1,20,1,Increasing,2025-09-12 19:37:15,2025-09-12 19:42:03,2025-09-12T19:41:55Z,8.144000053405762,288,0,0,1300000,Robotics,2000,10
A642B145D1B744B488FB2B11DBD89C9D,1,20,1,Increasing,2025-09-12 19:37:15,2025-09-12 19:42:03,2025-09-12T19:41:55Z,8.144000053405762,288,1,1,500000,Biotechnology,12000,11
231BD625B1704D03A63AA0AB0AC84ADC,2,1,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:38:51Z,0,229,2,1,1200000,Robotics,3000,5
231BD625B1704D03A63AA0AB0AC84ADC,2,1,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:38:51Z,0,229,0,0,1000000,Electronics,11000,7
231BD625B1704D03A63AA0AB0AC84ADC,2,1,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:38:51Z,0,229,1,0,2300000,Electronics,8000,10
231BD625B1704D03A63AA0AB0AC84ADC,0,2,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:39:23Z,31.617000102996826,229,2,0,2000000,Electronics,13000,12
231BD625B1704D03A63AA0AB0AC84ADC,0,2,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:39:23Z,31.617000102996826,229,0,1,1900000,Robotics,14000,12
231BD625B1704D03A63AA0AB0AC84ADC,0,2,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:39:23Z,31.617000102996826,229,1,0,2600000,Electronics,2000,9
231BD625B1704D03A63AA0AB0AC84ADC,2,3,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:39:42Z,19.235999822616577,229,2,1,500000,Biotechnology,11000,14
231BD625B1704D03A63AA0AB0AC84ADC,2,3,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:39:42Z,19.235999822616577,229,0,0,800000,Robotics,9000,9
231BD625B1704D03A63AA0AB0AC84ADC,2,3,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:39:42Z,19.235999822616577,229,1,0,500000,Electronics,5000,7
231BD625B1704D03A63AA0AB0AC84ADC,2,4,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:02Z,19.875,229,2,1,2100000,Biotechnology,3000,5
231BD625B1704D03A63AA0AB0AC84ADC,2,4,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:02Z,19.875,229,0,0,2500000,Robotics,14000,7
231BD625B1704D03A63AA0AB0AC84ADC,2,4,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:02Z,19.875,229,1,0,2100000,Electronics,7000,7
231BD625B1704D03A63AA0AB0AC84ADC,0,5,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:22Z,19.438000202178955,229,2,0,1000000,Robotics,6000,6
231BD625B1704D03A63AA0AB0AC84ADC,0,5,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:22Z,19.438000202178955,229,0,1,500000,Robotics,3000,14
231BD625B1704D03A63AA0AB0AC84ADC,0,5,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:22Z,19.438000202178955,229,1,0,1100000,Electronics,2000,9
231BD625B1704D03A63AA0AB0AC84ADC,0,6,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:41Z,19.39800000190735,229,2,0,900000,Robotics,14000,6
231BD625B1704D03A63AA0AB0AC84ADC,0,6,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:41Z,19.39800000190735,229,0,1,500000,Biotechnology,2000,7
231BD625B1704D03A63AA0AB0AC84ADC,0,6,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:41Z,19.39800000190735,229,1,0,1800000,Electronics,8000,5
231BD625B1704D03A63AA0AB0AC84ADC,1,7,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:45Z,4.049999952316284,229,2,0,2900000,Electronics,9000,9
231BD625B1704D03A63AA0AB0AC84ADC,1,7,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:45Z,4.049999952316284,229,0,0,2900000,Biotechnology,12000,6
231BD625B1704D03A63AA0AB0AC84ADC,1,7,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:45Z,4.049999952316284,229,1,1,2400000,Robotics,8000,5
231BD625B1704D03A63AA0AB0AC84ADC,2,8,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:49Z,3.692999839782715,229,2,1,2100000,Robotics,4000,13
231BD625B1704D03A63AA0AB0AC84ADC,2,8,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:49Z,3.692999839782715,229,0,0,800000,Electronics,12000,8
231BD625B1704D03A63AA0AB0AC84ADC,2,8,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:49Z,3.692999839782715,229,1,0,2600000,Electronics,4000,7
231BD625B1704D03A63AA0AB0AC84ADC,0,9,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:54Z,5.134000062942505,229,2,0,800000,Biotechnology,5000,5
231BD625B1704D03A63AA0AB0AC84ADC,0,9,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:54Z,5.134000062942505,229,0,1,1600000,Electronics,3000,10
231BD625B1704D03A63AA0AB0AC84ADC,0,9,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:54Z,5.134000062942505,229,1,0,700000,Electronics,12000,7
231BD625B1704D03A63AA0AB0AC84ADC,0,10,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:59Z,4.835999965667725,229,2,0,3000000,Biotechnology,14000,8
231BD625B1704D03A63AA0AB0AC84ADC,0,10,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:59Z,4.835999965667725,229,0,1,700000,Robotics,3000,2
231BD625B1704D03A63AA0AB0AC84ADC,0,10,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:40:59Z,4.835999965667725,229,1,0,1000000,Electronics,7000,5
231BD625B1704D03A63AA0AB0AC84ADC,2,11,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:08Z,9.575000047683716,229,2,1,1800000,Biotechnology,11000,12
231BD625B1704D03A63AA0AB0AC84ADC,2,11,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:08Z,9.575000047683716,229,0,0,2000000,Robotics,6000,9
231BD625B1704D03A63AA0AB0AC84ADC,2,11,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:08Z,9.575000047683716,229,1,0,800000,Biotechnology,9000,2
231BD625B1704D03A63AA0AB0AC84ADC,2,12,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:12Z,4.016000032424927,229,2,1,2600000,Electronics,5000,12
231BD625B1704D03A63AA0AB0AC84ADC,2,12,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:12Z,4.016000032424927,229,0,0,2000000,Biotechnology,4000,9
231BD625B1704D03A63AA0AB0AC84ADC,2,12,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:12Z,4.016000032424927,229,1,0,1800000,Electronics,2000,9
231BD625B1704D03A63AA0AB0AC84ADC,1,13,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:16Z,4.144999980926514,229,2,0,2700000,Biotechnology,14000,2
231BD625B1704D03A63AA0AB0AC84ADC,1,13,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:16Z,4.144999980926514,229,0,0,1800000,Robotics,11000,9
231BD625B1704D03A63AA0AB0AC84ADC,1,13,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:16Z,4.144999980926514,229,1,1,2100000,Robotics,14000,5
231BD625B1704D03A63AA0AB0AC84ADC,0,14,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:20Z,3.880000114440918,229,2,0,2200000,Robotics,6000,3
231BD625B1704D03A63AA0AB0AC84ADC,0,14,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:20Z,3.880000114440918,229,0,1,700000,Robotics,3000,12
231BD625B1704D03A63AA0AB0AC84ADC,0,14,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:20Z,3.880000114440918,229,1,0,1200000,Biotechnology,5000,10
231BD625B1704D03A63AA0AB0AC84ADC,2,15,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:41Z,20.92899990081787,229,2,1,1900000,Biotechnology,6000,8
231BD625B1704D03A63AA0AB0AC84ADC,2,15,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:41Z,20.92899990081787,229,0,0,500000,Biotechnology,6000,5
231BD625B1704D03A63AA0AB0AC84ADC,2,15,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:41Z,20.92899990081787,229,1,0,1500000,Electronics,11000,8
231BD625B1704D03A63AA0AB0AC84ADC,1,16,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:44Z,2.925999879837036,229,2,0,1600000,Electronics,7000,4
231BD625B1704D03A63AA0AB0AC84ADC,1,16,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:44Z,2.925999879837036,229,0,0,1900000,Electronics,7000,4
231BD625B1704D03A63AA0AB0AC84ADC,1,16,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:44Z,2.925999879837036,229,1,1,800000,Electronics,11000,8
231BD625B1704D03A63AA0AB0AC84ADC,2,17,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:48Z,3.5300002098083496,229,2,1,1600000,Robotics,14000,5
231BD625B1704D03A63AA0AB0AC84ADC,2,17,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:48Z,3.5300002098083496,229,0,0,1300000,Robotics,4000,2
231BD625B1704D03A63AA0AB0AC84ADC,2,17,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:48Z,3.5300002098083496,229,1,0,2900000,Electronics,8000,2
231BD625B1704D03A63AA0AB0AC84ADC,1,18,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:51Z,3.1409997940063477,229,2,0,1800000,Robotics,6000,3
231BD625B1704D03A63AA0AB0AC84ADC,1,18,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:51Z,3.1409997940063477,229,0,0,1300000,Biotechnology,3000,4
231BD625B1704D03A63AA0AB0AC84ADC,1,18,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:51Z,3.1409997940063477,229,1,1,1400000,Biotechnology,14000,4
231BD625B1704D03A63AA0AB0AC84ADC,0,19,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:54Z,3.513000011444092,229,2,0,900000,Robotics,12000,8
231BD625B1704D03A63AA0AB0AC84ADC,0,19,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:54Z,3.513000011444092,229,0,1,800000,Robotics,8000,6
231BD625B1704D03A63AA0AB0AC84ADC,0,19,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:54Z,3.513000011444092,229,1,0,2000000,Robotics,12000,11
231BD625B1704D03A63AA0AB0AC84ADC,2,20,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:58Z,3.9639999866485596,229,2,1,2700000,Electronics,8000,9
231BD625B1704D03A63AA0AB0AC84ADC,2,20,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:58Z,3.9639999866485596,229,0,0,1300000,Robotics,2000,10
231BD625B1704D03A63AA0AB0AC84ADC,2,20,0,Flat,2025-09-12 19:38:17,2025-09-12 19:42:06,2025-09-12T19:41:58Z,3.9639999866485596,229,1,0,500000,Biotechnology,12000,11
9727383E1C4C4211ACFF11573E283254,0,1,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:38:35Z,0,222,2,0,1200000,Robotics,3000,5
9727383E1C4C4211ACFF11573E283254,0,1,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:38:35Z,0,222,0,1,1000000,Electronics,11000,7
9727383E1C4C4211ACFF11573E283254,0,1,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:38:35Z,0,222,1,0,2300000,Electronics,8000,10
9727383E1C4C4211ACFF11573E283254,0,2,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:38:52Z,16.295000076293945,222,2,0,2000000,Electronics,13000,12
9727383E1C4C4211ACFF11573E283254,0,2,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:38:52Z,16.295000076293945,222,0,1,1900000,Robotics,14000,12
9727383E1C4C4211ACFF11573E283254,0,2,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:38:52Z,16.295000076293945,222,1,0,2600000,Electronics,2000,9
9727383E1C4C4211ACFF11573E283254,0,3,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:07Z,14.848999977111816,222,2,0,500000,Biotechnology,11000,14
9727383E1C4C4211ACFF11573E283254,0,3,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:07Z,14.848999977111816,222,0,1,800000,Robotics,9000,9
9727383E1C4C4211ACFF11573E283254,0,3,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:07Z,14.848999977111816,222,1,0,500000,Electronics,5000,7
9727383E1C4C4211ACFF11573E283254,2,4,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:20Z,13.757999897003174,222,2,1,2100000,Biotechnology,3000,5
9727383E1C4C4211ACFF11573E283254,2,4,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:20Z,13.757999897003174,222,0,0,2500000,Robotics,14000,7
9727383E1C4C4211ACFF11573E283254,2,4,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:20Z,13.757999897003174,222,1,0,2100000,Electronics,7000,7
9727383E1C4C4211ACFF11573E283254,2,5,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:30Z,9.575000047683716,222,2,1,1000000,Robotics,6000,6
9727383E1C4C4211ACFF11573E283254,2,5,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:30Z,9.575000047683716,222,0,0,500000,Robotics,3000,14
9727383E1C4C4211ACFF11573E283254,2,5,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:30Z,9.575000047683716,222,1,0,1100000,Electronics,2000,9
9727383E1C4C4211ACFF11573E283254,1,6,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:41Z,10.868000030517578,222,2,0,900000,Robotics,14000,6
9727383E1C4C4211ACFF11573E283254,1,6,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:41Z,10.868000030517578,222,0,0,500000,Biotechnology,2000,7
9727383E1C4C4211ACFF11573E283254,1,6,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:41Z,10.868000030517578,222,1,1,1800000,Electronics,8000,5
9727383E1C4C4211ACFF11573E283254,0,7,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:54Z,12.855999946594238,222,2,0,2900000,Electronics,9000,9
9727383E1C4C4211ACFF11573E283254,0,7,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:54Z,12.855999946594238,222,0,1,2900000,Biotechnology,12000,6
9727383E1C4C4211ACFF11573E283254,0,7,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:39:54Z,12.855999946594238,222,1,0,2400000,Robotics,8000,5
9727383E1C4C4211ACFF11573E283254,0,8,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:04Z,10.241999864578247,222,2,0,2100000,Robotics,4000,13
9727383E1C4C4211ACFF11573E283254,0,8,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:04Z,10.241999864578247,222,0,1,800000,Electronics,12000,8
9727383E1C4C4211ACFF11573E283254,0,8,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:04Z,10.241999864578247,222,1,0,2600000,Electronics,4000,7
9727383E1C4C4211ACFF11573E283254,2,9,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:12Z,7.9670000076293945,222,2,1,800000,Biotechnology,5000,5
9727383E1C4C4211ACFF11573E283254,2,9,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:12Z,7.9670000076293945,222,0,0,1600000,Electronics,3000,10
9727383E1C4C4211ACFF11573E283254,2,9,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:12Z,7.9670000076293945,222,1,0,700000,Electronics,12000,7
9727383E1C4C4211ACFF11573E283254,0,10,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:20Z,8.266000032424927,222,2,0,3000000,Biotechnology,14000,8
9727383E1C4C4211ACFF11573E283254,0,10,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:20Z,8.266000032424927,222,0,1,700000,Robotics,3000,2
9727383E1C4C4211ACFF11573E283254,0,10,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:20Z,8.266000032424927,222,1,0,1000000,Electronics,7000,5
9727383E1C4C4211ACFF11573E283254,0,11,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:25Z,4.450999975204468,222,2,0,1800000,Biotechnology,11000,12
9727383E1C4C4211ACFF11573E283254,0,11,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:25Z,4.450999975204468,222,0,1,2000000,Robotics,6000,9
9727383E1C4C4211ACFF11573E283254,0,11,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:25Z,4.450999975204468,222,1,0,800000,Biotechnology,9000,2
9727383E1C4C4211ACFF11573E283254,0,12,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:32Z,7.438000202178955,222,2,0,2600000,Electronics,5000,12
9727383E1C4C4211ACFF11573E283254,0,12,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:32Z,7.438000202178955,222,0,1,2000000,Biotechnology,4000,9
9727383E1C4C4211ACFF11573E283254,0,12,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:32Z,7.438000202178955,222,1,0,1800000,Electronics,2000,9
9727383E1C4C4211ACFF11573E283254,1,13,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:40Z,8.0279998779296875,222,2,0,2700000,Biotechnology,14000,2
9727383E1C4C4211ACFF11573E283254,1,13,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:40Z,8.0279998779296875,222,0,0,1800000,Robotics,11000,9
9727383E1C4C4211ACFF11573E283254,1,13,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:40Z,8.0279998779296875,222,1,1,2100000,Robotics,14000,5
9727383E1C4C4211ACFF11573E283254,0,14,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:49Z,9.200000047683716,222,2,0,2200000,Robotics,6000,3
9727383E1C4C4211ACFF11573E283254,0,14,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:49Z,9.200000047683716,222,0,1,700000,Robotics,3000,12
9727383E1C4C4211ACFF11573E283254,0,14,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:40:49Z,9.200000047683716,222,1,0,1200000,Biotechnology,5000,10
9727383E1C4C4211ACFF11573E283254,0,15,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:04Z,14.808000087738037,222,2,0,1900000,Biotechnology,6000,8
9727383E1C4C4211ACFF11573E283254,0,15,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:04Z,14.808000087738037,222,0,1,500000,Biotechnology,6000,5
9727383E1C4C4211ACFF11573E283254,0,15,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:04Z,14.808000087738037,222,1,0,1500000,Electronics,11000,8
9727383E1C4C4211ACFF11573E283254,2,16,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:23Z,18.691999912261963,222,2,1,1600000,Electronics,7000,4
9727383E1C4C4211ACFF11573E283254,2,16,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:23Z,18.691999912261963,222,0,0,1900000,Electronics,7000,4
9727383E1C4C4211ACFF11573E283254,2,16,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:23Z,18.691999912261963,222,1,0,800000,Electronics,11000,8
9727383E1C4C4211ACFF11573E283254,0,17,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:31Z,8.558000087738037,222,2,0,1600000,Robotics,14000,5
9727383E1C4C4211ACFF11573E283254,0,17,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:31Z,8.558000087738037,222,0,1,1300000,Robotics,4000,2
9727383E1C4C4211ACFF11573E283254,0,17,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:31Z,8.558000087738037,222,1,0,2900000,Electronics,8000,2
9727383E1C4C4211ACFF11573E283254,2,18,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:41Z,9.750999927520752,222,2,1,1800000,Robotics,6000,3
9727383E1C4C4211ACFF11573E283254,2,18,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:41Z,9.750999927520752,222,0,0,1300000,Biotechnology,3000,4
9727383E1C4C4211ACFF11573E283254,2,18,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:41Z,9.750999927520752,222,1,0,1400000,Biotechnology,14000,4
9727383E1C4C4211ACFF11573E283254,2,19,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:55Z,13.782000064849854,222,2,1,900000,Robotics,12000,8
9727383E1C4C4211ACFF11573E283254,2,19,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:55Z,13.782000064849854,222,0,0,800000,Robotics,8000,6
9727383E1C4C4211ACFF11573E283254,2,19,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:41:55Z,13.782000064849854,222,1,0,2000000,Robotics,12000,11
9727383E1C4C4211ACFF11573E283254,0,20,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:42:03Z,7.750999927520752,222,2,0,2700000,Electronics,8000,9
9727383E1C4C4211ACFF11573E283254,0,20,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:42:03Z,7.750999927520752,222,0,1,1300000,Robotics,2000,10
9727383E1C4C4211ACFF11573E283254,0,20,0,Flat,2025-09-12 19:38:25,2025-09-12 19:42:07,2025-09-12T19:42:03Z,7.750999927520752,222,1,0,500000,Biotechnology,12000,11
8EF4D8DE818943E7BA305EA1CF63C089,2,1,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:37:26Z,0,305,2,1,1200000,Robotics,3000,5
8EF4D8DE818943E7BA305EA1CF63C089,2,1,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:37:26Z,0,305,0,0,1000000,Electronics,11000,7
8EF4D8DE818943E7BA305EA1CF63C089,2,1,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:37:26Z,0,305,1,0,2300000,Electronics,8000,10
8EF4D8DE818943E7BA305EA1CF63C089,0,2,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:37:40Z,13.890000104904175,305,2,0,2000000,Electronics,13000,12
8EF4D8DE818943E7BA305EA1CF63C089,0,2,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:37:40Z,13.890000104904175,305,0,1,1900000,Robotics,14000,12
8EF4D8DE818943E7BA305EA1CF63C089,0,2,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:37:40Z,13.890000104904175,305,1,0,2600000,Electronics,2000,9
8EF4D8DE818943E7BA305EA1CF63C089,2,3,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:37:55Z,14.876999855041504,305,2,1,500000,Biotechnology,11000,14
8EF4D8DE818943E7BA305EA1CF63C089,2,3,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:37:55Z,14.876999855041504,305,0,0,800000,Robotics,9000,9
8EF4D8DE818943E7BA305EA1CF63C089,2,3,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:37:55Z,14.876999855041504,305,1,0,500000,Electronics,5000,7
8EF4D8DE818943E7BA305EA1CF63C089,0,4,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:38:13Z,17.79699993133545,305,2,0,2100000,Biotechnology,3000,5
8EF4D8DE818943E7BA305EA1CF63C089,0,4,1,Increasing,2025-09-12 19:37:10,2025-09-12 19:42:15,2025-09-12T19:38:13Z,17.79699993133545,305,0,1,2500000,Robotics,14000,7
