turkid,condition,startdate,enddate,day,chosen_hook,chosen_length,chosen_tone,chosen_content,chosen_cta,choicestimes,time_to_choose,n_matching_best,n_matching_worst,n_changed
6278270bfb2439bf3abf192d,Flat,2024-04-24 22:11:42,2024-04-24 22:14:13,1,0,0,0,0,0,2024-04-24T22:12:25Z,0,3,1,0
6278270bfb2439bf3abf192d,Flat,2024-04-24 22:11:42,2024-04-24 22:14:13,2,0,0,0,0,0,2024-04-24T22:12:46Z,21.496000051498413,3,1,0
6278270bfb2439bf3abf192d,Flat,2024-04-24 22:11:42,2024-04-24 22:14:13,3,2,1,0,0,0,2024-04-24T22:13:08Z,22.41599988937378,5,2,2
6278270bfb2439bf3abf192d,Flat,2024-04-24 22:11:42,2024-04-24 22:14:13,4,0,1,0,0,0,2024-04-24T22:13:29Z,20.539000034332275,4,2,1
6278270bfb2439bf3abf192d,Flat,2024-04-24 22:11:42,2024-04-24 22:14:13,5,1,0,0,0,0,2024-04-24T22:13:39Z,10.153000116348267,3,2,2
6278270bfb2439bf3abf192d,Flat,2024-04-24 22:11:42,2024-04-24 22:14:13,6,1,1,0,0,0,2024-04-24T22:13:48Z,8.875999927520752,4,3,1
6278270bfb2439bf3abf192d,Flat,2024-04-24 22:11:42,2024-04-24 22:14:13,7,1,1,0,1,0,2024-04-24T22:13:57Z,8.671000003814697,3,4,1
6278270bfb2439bf3abf192d,Flat,2024-04-24 22:11:42,2024-04-24 22:14:13,8,1,1,0,2,0,2024-04-24T22:14:05Z,8.66100001335144,3,3,1
56fe5e95e0f9ff000f19e040,Increasing,2024-04-24 22:09:03,2024-04-24 22:11:08,1,1,0,0,1,0,2024-04-24T22:09:26Z,0,3,3,0
56fe5e95e0f9ff000f19e040,Increasing,2024-04-24 22:09:03,2024-04-24 22:11:08,2,2,1,0,2,0,2024-04-24T22:09:45Z,18.171000003814697,1,3,3
56fe5e95e0f9ff000f19e040,Increasing,2024-04-24 22:09:03,2024-04-24 22:11:08,3,0,0,1,1,1,2024-04-24T22:10:03Z,17.971999883651733,4,0,5
56fe5e95e0f9ff000f19e040,Increasing,2024-04-24 22:09:03,2024-04-24 22:11:08,4,0,0,1,0,0,2024-04-24T22:10:19Z,16.063999891281128,4,1,2
56fe5e95e0f9ff000f19e040,Increasing,2024-04-24 22:09:03,2024-04-24 22:11:08,5,0,0,0,1,1,2024-04-24T22:10:29Z,10.797000169754028,3,1,3
56fe5e95e0f9ff000f19e040,Increasing,2024-04-24 22:09:03,2024-04-24 22:11:08,6,0,0,1,1,1,2024-04-24T22:10:37Z,7.766999959945679,4,0,1
56fe5e95e0f9ff000f19e040,Increasing,2024-04-24 22:09:03,2024-04-24 22:11:08,7,0,0,1,2,1,2024-04-24T22:10:48Z,10.747999906539917,3,1,1
56fe5e95e0f9ff000f19e040,Increasing,2024-04-24 22:09:03,2024-04-24 22:11:08,8,0,1,1,2,1,2024-04-24T22:11:03Z,14.896000146865845,2,1,1
63d3ff7455fe68b811ef6b57,Increasing,2024-04-24 22:09:57,2024-04-24 22:11:10,1,2,0,0,1,1,2024-04-24T22:10:17Z,0,1,1,0
63d3ff7455fe68b811ef6b57,Increasing,2024-04-24 22:09:57,2024-04-24 22:11:10,2,1,0,1,1,0,2024-04-24T22:10:32Z,15.032999992370605,2,1,3
63d3ff7455fe68b811ef6b57,Increasing,2024-04-24 22:09:57,2024-04-24 22:11:10,3,2,1,0,0,1,2024-04-24T22:10:40Z,8.471999883651733,2,1,5
63d3ff7455fe68b811ef6b57,Increasing,2024-04-24 22:09:57,2024-04-24 22:11:10,4,2,2,0,0,1,2024-04-24T22:10:47Z,6.216000080108643,1,2,1
63d3ff7455fe68b811ef6b57,Increasing,2024-04-24 22:09:57,2024-04-24 22:11:10,5,2,1,1,1,1,2024-04-24T22:10:53Z,6.11299991607666,3,0,3
63d3ff7455fe68b811ef6b57,Increasing,2024-04-24 22:09:57,2024-04-24 22:11:10,6,2,1,1,2,1,2024-04-24T22:10:57Z,4.158999919891357,4,1,1
63d3ff7455fe68b811ef6b57,Increasing,2024-04-24 22:09:57,2024-04-24 22:11:10,7,2,1,1,2,0,2024-04-24T22:11:00Z,3.3930001258850098,5,2,1
63d3ff7455fe68b811ef6b57,Increasing,2024-04-24 22:09:57,2024-04-24 22:11:10,8,2,1,0,2,0,2024-04-24T22:11:07Z,6.783999919891357,4,3,1
6614117ed177593b081cee67,Increasing,2024-04-24 22:12:06,2024-04-24 22:15:25,1,1,1,0,1,0,2024-04-24T22:12:24Z,0,3,3,0
6614117ed177593b081cee67,Increasing,2024-04-24 22:12:06,2024-04-24 22:15:25,2,2,2,1,0,0,2024-04-24T22:12:49Z,24.65499997138977,2,3,4
6614117ed177593b081cee67,Increasing,2024-04-24 22:12:06,2024-04-24 22:15:25,3,0,1,1,0,1,2024-04-24T22:13:00Z,10.75,1,2,3
6614117ed177593b081cee67,Increasing,2024-04-24 22:12:06,2024-04-24 22:15:25,4,1,1,1,0,0,2024-04-24T22:13:23Z,23.032000064849854,1,3,2
6614117ed177593b081cee67,Increasing,2024-04-24 22:12:06,2024-04-24 22:15:25,5,0,2,0,2,1,2024-04-24T22:13:36Z,13.154000043869019,3,0,5
6614117ed177593b081cee67,Increasing,2024-04-24 22:12:06,2024-04-24 22:15:25,6,0,0,0,0,0,2024-04-24T22:13:46Z,9.447999954223633,3,1,3
6614117ed177593b081cee67,Increasing,2024-04-24 22:12:06,2024-04-24 22:15:25,7,1,2,0,1,1,2024-04-24T22:13:54Z,8.825999975204468,3,1,4
6614117ed177593b081cee67,Increasing,2024-04-24 22:12:06,2024-04-24 22:15:25,8,2,1,0,2,0,2024-04-24T22:14:07Z,12.710999965667725,2,3,4
5c26bc552c45d4000148f85d,Increasing,2024-04-24 22:12:27,2024-04-24 22:19:44,1,0,0,0,2,0,2024-04-24T22:15:10Z,0,2,1,0
5c26bc552c45d4000148f85d,Increasing,2024-04-24 22:12:27,2024-04-24 22:19:44,2,2,1,0,0,1,2024-04-24T22:16:31Z,81.04800009727478,3,1,4
5c26bc552c45d4000148f85d,Increasing,2024-04-24 22:12:27,2024-04-24 22:19:44,3,1,2,1,2,0,2024-04-24T22:17:05Z,34.40299987792969,2,3,5
5c26bc552c45d4000148f85d,Increasing,2024-04-24 22:12:27,2024-04-24 22:19:44,4,1,2,1,1,0,2024-04-24T22:17:41Z,35.5460000038147,1,4,1
5c26bc552c45d4000148f85d,Increasing,2024-04-24 22:12:27,2024-04-24 22:19:44,5,0,2,1,2,1,2024-04-24T22:17:59Z,18.328999996185303,3,1,3
5c26bc552c45d4000148f85d,Increasing,2024-04-24 22:12:27,2024-04-24 22:19:44,6,0,2,0,2,1,2024-04-24T22:18:28Z,29.314000129699707,4,0,1
5c26bc552c45d4000148f85d,Increasing,2024-04-24 22:12:27,2024-04-24 22:19:44,7,2,2,0,2,1,2024-04-24T22:19:01Z,32.83899998664856,5,0,1
5c26bc552c45d4000148f85d,Increasing,2024-04-24 22:12:27,2024-04-24 22:19:44,8,2,1,0,2,1,2024-04-24T22:19:20Z,19.133999824523926,4,1,1
65ef17ca20d1e0ac997315d0,Increasing,2024-04-24 22:09:37,2024-04-24 22:11:49,1,0,0,0,0,0,2024-04-24T22:09:48Z,0,2,4,0
65ef17ca20d1e0ac997315d0,Increasing,2024-04-24 22:09:37,2024-04-24 22:11:49,2,1,1,1,1,1,2024-04-24T22:10:12Z,24.206000089645386,0,1,5
65ef17ca20d1e0ac997315d0,Increasing,2024-04-24 22:09:37,2024-04-24 22:11:49,3,2,2,1,2,1,2024-04-24T22:10:29Z,16.609999895095825,3,0,3
65ef17ca20d1e0ac997315d0,Increasing,2024-04-24 22:09:37,2024-04-24 22:11:49,4,0,1,0,1,0,2024-04-24T22:10:53Z,24.617000102996826,2,2,5
65ef17ca20d1e0ac997315d0,Increasing,2024-04-24 22:09:37,2024-04-24 22:11:49,5,2,1,0,1,1,2024-04-24T22:11:06Z,12.22599983215332,2,1,2
65ef17ca20d1e0ac997315d0,Increasing,2024-04-24 22:09:37,2024-04-24 22:11:49,6,2,2,0,2,1,2024-04-24T22:11:22Z,16.152000188827515,4,1,2
65ef17ca20d1e0ac997315d0,Increasing,2024-04-24 22:09:37,2024-04-24 22:11:49,7,2,2,0,1,1,2024-04-24T22:11:34Z,12.569000005722046,3,1,1
65ef17ca20d1e0ac997315d0,Increasing,2024-04-24 22:09:37,2024-04-24 22:11:49,8,2,2,0,1,0,2024-04-24T22:11:42Z,8.001999855041504,4,2,1
63132e0bd4c11adb849be441,Flat,2024-04-24 22:22:27,2024-04-24 22:23:36,1,1,0,1,1,0,2024-04-24T22:22:46Z,0,4,0,0
63132e0bd4c11adb849be441,Flat,2024-04-24 22:22:27,2024-04-24 22:23:36,2,2,1,0,1,0,2024-04-24T22:22:56Z,9.574000120162964,3,2,3
63132e0bd4c11adb849be441,Flat,2024-04-24 22:22:27,2024-04-24 22:23:36,3,0,1,0,2,0,2024-04-24T22:23:06Z,9.922999858856201,2,1,2
63132e0bd4c11adb849be441,Flat,2024-04-24 22:22:27,2024-04-24 22:23:36,4,1,2,0,2,0,2024-04-24T22:23:13Z,7.044000148773193,3,2,2
63132e0bd4c11adb849be441,Flat,2024-04-24 22:22:27,2024-04-24 22:23:36,5,1,2,0,1,0,2024-04-24T22:23:17Z,4.2170000076293945,4,2,1
63132e0bd4c11adb849be441,Flat,2024-04-24 22:22:27,2024-04-24 22:23:36,6,0,0,0,0,0,2024-04-24T22:23:24Z,7.319999933242798,3,2,3
63132e0bd4c11adb849be441,Flat,2024-04-24 22:22:27,2024-04-24 22:23:36,7,0,0,1,1,0,2024-04-24T22:23:29Z,4.690000057220459,3,0,2
63132e0bd4c11adb849be441,Flat,2024-04-24 22:22:27,2024-04-24 22:23:36,8,2,0,1,1,0,2024-04-24T22:23:33Z,4.175999879837036,3,1,1
662943b6c211dec0e7e1c90e,Flat,2024-04-24 22:10:46,2024-04-24 22:12:08,1,0,0,0,0,0,2024-04-24T22:11:09Z,0,3,2,0
662943b6c211dec0e7e1c90e,Flat,2024-04-24 22:10:46,2024-04-24 22:12:08,2,0,0,0,0,0,2024-04-24T22:11:22Z,13.616000175476074,3,2,0
662943b6c211dec0e7e1c90e,Flat,2024-04-24 22:10:46,2024-04-24 22:12:08,3,0,0,0,0,0,2024-04-24T22:11:30Z,7.929999828338623,3,2,0
662943b6c211dec0e7e1c90e,Flat,2024-04-24 22:10:46,2024-04-24 22:12:08,4,1,0,0,0,0,2024-04-24T22:11:38Z,7.299999952316284,3,1,1
662943b6c211dec0e7e1c90e,Flat,2024-04-24 22:10:46,2024-04-24 22:12:08,5,2,0,0,0,0,2024-04-24T22:11:44Z,6.391000032424927,4,1,1
662943b6c211dec0e7e1c90e,Flat,2024-04-24 22:10:46,2024-04-24 22:12:08,6,2,1,0,0,0,2024-04-24T22:11:50Z,6.276000022888184,3,1,1
662943b6c211dec0e7e1c90e,Flat,2024-04-24 22:10:46,2024-04-24 22:12:08,7,2,1,0,1,0,2024-04-24T22:11:56Z,5.796000003814697,4,0,1
662943b6c211dec0e7e1c90e,Flat,2024-04-24 22:10:46,2024-04-24 22:12:08,8,2,1,0,2,0,2024-04-24T22:12:03Z,6.605000019073486,3,0,1
5a50d62e8e62590001756c60,Flat,2024-04-24 22:21:55,2024-04-24 22:23:47,1,1,1,0,0,0,2024-04-24T22:22:15Z,0,2,0,0
5a50d62e8e62590001756c60,Flat,2024-04-24 22:21:55,2024-04-24 22:23:47,2,2,0,1,2,0,2024-04-24T22:22:30Z,14.493000030517578,3,2,4
5a50d62e8e62590001756c60,Flat,2024-04-24 22:21:55,2024-04-24 22:23:47,3,1,0,0,0,1,2024-04-24T22:22:42Z,12.440999984741211,2,1,4
5a50d62e8e62590001756c60,Flat,2024-04-24 22:21:55,2024-04-24 22:23:47,4,0,1,0,0,1,2024-04-24T22:22:52Z,9.676999807357788,1,2,2
5a50d62e8e62590001756c60,Flat,2024-04-24 22:21:55,2024-04-24 22:23:47,5,2,2,0,1,0,2024-04-24T22:23:06Z,14.366000175476074,4,1,4
5a50d62e8e62590001756c60,Flat,2024-04-24 22:21:55,2024-04-24 22:23:47,6,2,0,0,0,1,2024-04-24T22:23:18Z,11.888999938964844,3,1,3
5a50d62e8e62590001756c60,Flat,2024-04-24 22:21:55,2024-04-24 22:23:47,7,1,1,0,0,1,2024-04-24T22:23:26Z,7.881999969482422,1,1,2
5a50d62e8e62590001756c60,Flat,2024-04-24 22:21:55,2024-04-24 22:23:47,8,0,0,1,2,1,2024-04-24T22:23:40Z,13.651000022888184,1,4,4
62d13e52521b5aba46b2d532,Increasing,2024-04-24 22:10:25,2024-04-24 22:12:12,1,1,0,0,1,0,2024-04-24T22:10:46Z,0,4,0,0
62d13e52521b5aba46b2d532,Increasing,2024-04-24 22:10:25,2024-04-24 22:12:12,2,1,0,0,2,0,2024-04-24T22:11:00Z,14.026999950408936,3,0,1
62d13e52521b5aba46b2d532,Increasing,2024-04-24 22:10:25,2024-04-24 22:12:12,3,0,0,0,1,0,2024-04-24T22:11:11Z,11.745000123977661,5,0,2
62d13e52521b5aba46b2d532,Increasing,2024-04-24 22:10:25,2024-04-24 22:12:12,4,0,0,0,2,1,2024-04-24T22:11:25Z,13.894000053405762,3,1,2
62d13e52521b5aba46b2d532,Increasing,2024-04-24 22:10:25,2024-04-24 22:12:12,5,0,1,0,1,0,2024-04-24T22:11:36Z,10.613999843597412,4,0,3
62d13e52521b5aba46b2d532,Increasing,2024-04-24 22:10:25,2024-04-24 22:12:12,6,1,1,0,1,0,2024-04-24T22:11:44Z,8.277000188827515,3,0,1
62d13e52521b5aba46b2d532,Increasing,2024-04-24 22:10:25,2024-04-24 22:12:12,7,1,0,0,2,0,2024-04-24T22:11:55Z,10.770999908447266,3,0,2
62d13e52521b5aba46b2d532,Increasing,2024-04-24 22:10:25,2024-04-24 22:12:12,8,1,1,0,2,0,2024-04-24T22:12:05Z,10.039000034332275,2,0,1
65b69bbec439f7549d7c6f00,Flat,2024-04-24 22:06:40,2024-04-24 22:12:18,1,0,0,0,0,0,2024-04-24T22:07:35Z,0,3,1,0
65b69bbec439f7549d7c6f00,Flat,2024-04-24 22:06:40,2024-04-24 22:12:18,2,0,0,0,0,1,2024-04-24T22:09:05Z,89.9539999961853,2,2,1
65b69bbec439f7549d7c6f00,Flat,2024-04-24 22:06:40,2024-04-24 22:12:18,3,0,1,0,0,0,2024-04-24T22:09:26Z,21.249000072479248,4,1,2
65b69bbec439f7549d7c6f00,Flat,2024-04-24 22:06:40,2024-04-24 22:12:18,4,0,2,0,0,0,2024-04-24T22:09:46Z,19.210000038146973,3,2,1
65b69bbec439f7549d7c6f00,Flat,2024-04-24 22:06:40,2024-04-24 22:12:18,5,0,1,0,1,0,2024-04-24T22:10:26Z,40.42899990081787,3,2,2
65b69bbec439f7549d7c6f00,Flat,2024-04-24 22:06:40,2024-04-24 22:12:18,6,0,1,0,2,0,2024-04-24T22:10:49Z,22.669000148773193,3,1,1
65b69bbec439f7549d7c6f00,Flat,2024-04-24 22:06:40,2024-04-24 22:12:18,7,1,1,0,0,0,2024-04-24T22:11:05Z,16.293999910354614,5,0,2
65b69bbec439f7549d7c6f00,Flat,2024-04-24 22:06:40,2024-04-24 22:12:18,8,1,1,1,0,0,2024-04-24T22:12:06Z,61.15499997138977,4,1,1
63d7e13ef428005671c14564,Increasing,2024-04-24 22:10:19,2024-04-24 22:12:29,1,0,0,0,0,0,2024-04-24T22:10:48Z,0,3,2,0
63d7e13ef428005671c14564,Increasing,2024-04-24 22:10:19,2024-04-24 22:12:29,2,0,0,0,1,0,2024-04-24T22:11:10Z,21.793999910354614,3,1,1
63d7e13ef428005671c14564,Increasing,2024-04-24 22:10:19,2024-04-24 22:12:29,3,2,0,0,1,0,2024-04-24T22:11:31Z,20.356000185012817,3,0,1
63d7e13ef428005671c14564,Increasing,2024-04-24 22:10:19,2024-04-24 22:12:29,4,2,1,0,1,0,2024-04-24T22:11:44Z,13.171000003814697,2,1,1
63d7e13ef428005671c14564,Increasing,2024-04-24 22:10:19,2024-04-24 22:12:29,5,2,0,0,2,0,2024-04-24T22:11:54Z,9.978999853134155,4,0,2
63d7e13ef428005671c14564,Increasing,2024-04-24 22:10:19,2024-04-24 22:12:29,6,2,0,0,2,1,2024-04-24T22:12:02Z,8.638000011444092,3,1,1
63d7e13ef428005671c14564,Increasing,2024-04-24 22:10:19,2024-04-24 22:12:29,7,1,0,0,2,1,2024-04-24T22:12:12Z,9.631999969482422,4,1,1
63d7e13ef428005671c14564,Increasing,2024-04-24 22:10:19,2024-04-24 22:12:29,8,1,0,1,2,1,2024-04-24T22:12:18Z,5.488000154495239,3,2,1
6624ce7cc643b94a35c5bf42,Flat,2024-04-24 22:10:28,2024-04-24 22:12:34,1,0,1,1,1,0,2024-04-24T22:11:14Z,0,3,2,0
6624ce7cc643b94a35c5bf42,Flat,2024-04-24 22:10:28,2024-04-24 22:12:34,2,1,0,0,2,0,2024-04-24T22:11:31Z,16.57800006866455,3,4,4
6624ce7cc643b94a35c5bf42,Flat,2024-04-24 22:10:28,2024-04-24 22:12:34,3,1,0,0,1,1,2024-04-24T22:11:47Z,15.875999927520752,3,4,2
6624ce7cc643b94a35c5bf42,Flat,2024-04-24 22:10:28,2024-04-24 22:12:34,4,0,0,1,2,0,2024-04-24T22:12:00Z,13.675000190734863,3,2,4
6624ce7cc643b94a35c5bf42,Flat,2024-04-24 22:10:28,2024-04-24 22:12:34,5,1,0,0,2,1,2024-04-24T22:12:10Z,9.104999780654907,2,3,3
6624ce7cc643b94a35c5bf42,Flat,2024-04-24 22:10:28,2024-04-24 22:12:34,6,1,0,0,2,1,2024-04-24T22:12:14Z,4.401000022888184,2,3,0
6624ce7cc643b94a35c5bf42,Flat,2024-04-24 22:10:28,2024-04-24 22:12:34,7,1,0,0,0,1,2024-04-24T22:12:20Z,5.76800012588501,2,3,1
6624ce7cc643b94a35c5bf42,Flat,2024-04-24 22:10:28,2024-04-24 22:12:34,8,1,0,0,1,1,2024-04-24T22:12:24Z,4.141000032424927,3,4,1
63d1416ac57129ef3d3ddd8e,Flat,2024-04-24 22:10:21,2024-04-24 22:12:37,1,1,0,0,1,1,2024-04-24T22:10:55Z,0,4,2,0
63d1416ac57129ef3d3ddd8e,Flat,2024-04-24 22:10:21,2024-04-24 22:12:37,2,0,1,0,1,1,2024-04-24T22:11:18Z,23.05900001525879,4,1,2
63d1416ac57129ef3d3ddd8e,Flat,2024-04-24 22:10:21,2024-04-24 22:12:37,3,2,1,0,1,0,2024-04-24T22:11:39Z,21.158999919891357,3,1,2
63d1416ac57129ef3d3ddd8e,Flat,2024-04-24 22:10:21,2024-04-24 22:12:37,4,0,1,0,1,0,2024-04-24T22:11:47Z,8.208000183105469,3,0,1
63d1416ac57129ef3d3ddd8e,Flat,2024-04-24 22:10:21,2024-04-24 22:12:37,5,1,0,0,1,1,2024-04-24T22:12:01Z,14.388000011444092,4,2,3
63d1416ac57129ef3d3ddd8e,Flat,2024-04-24 22:10:21,2024-04-24 22:12:37,6,1,1,0,1,1,2024-04-24T22:12:09Z,7.442999839782715,5,1,1
63d1416ac57129ef3d3ddd8e,Flat,2024-04-24 22:10:21,2024-04-24 22:12:37,7,2,1,0,1,0,2024-04-24T22:12:20Z,11.436000108718872,3,1,2
63d1416ac57129ef3d3ddd8e,Flat,2024-04-24 22:10:21,2024-04-24 22:12:37,8,0,0,0,1,0,2024-04-24T22:12:32Z,11.66100001335144,2,1,2
5fea6268197628a8c9d82728,Flat,2024-04-24 22:09:27,2024-04-24 22:12:48,1,0,0,0,0,0,2024-04-24T22:09:54Z,0,2,2,0
5fea6268197628a8c9d82728,Flat,2024-04-24 22:09:27,2024-04-24 22:12:48,2,1,1,0,1,0,2024-04-24T22:10:44Z,49.79900002479553,5,0,3
5fea6268197628a8c9d82728,Flat,2024-04-24 22:09:27,2024-04-24 22:12:48,3,2,0,1,2,1,2024-04-24T22:11:14Z,29.82800006866455,0,2,5
5fea6268197628a8c9d82728,Flat,2024-04-24 22:09:27,2024-04-24 22:12:48,4,2,1,1,2,0,2024-04-24T22:11:35Z,21.133999824523926,2,1,2
5fea6268197628a8c9d82728,Flat,2024-04-24 22:09:27,2024-04-24 22:12:48,5,1,1,1,2,0,2024-04-24T22:11:49Z,14.111000061035156,3,1,1
5fea6268197628a8c9d82728,Flat,2024-04-24 22:09:27,2024-04-24 22:12:48,6,0,1,1,2,1,2024-04-24T22:12:04Z,15.60700011253357,1,3,2
5fea6268197628a8c9d82728,Flat,2024-04-24 22:09:27,2024-04-24 22:12:48,7,0,1,1,1,0,2024-04-24T22:12:23Z,18.38699984550476,3,2,2
5fea6268197628a8c9d82728,Flat,2024-04-24 22:09:27,2024-04-24 22:12:48,8,1,0,0,2,1,2024-04-24T22:12:42Z,19.374000072479248,2,1,5
607f63ce9ffa404fca0400a9,Flat,2024-04-24 22:10:54,2024-04-24 22:12:55,1,0,0,0,0,0,2024-04-24T22:11:04Z,0,2,2,0
607f63ce9ffa404fca0400a9,Flat,2024-04-24 22:10:54,2024-04-24 22:12:55,2,0,0,0,0,1,2024-04-24T22:11:20Z,15.671000003814697,3,1,1
607f63ce9ffa404fca0400a9,Flat,2024-04-24 22:10:54,2024-04-24 22:12:55,3,0,0,1,0,1,2024-04-24T22:11:37Z,16.807999849319458,2,2,1
607f63ce9ffa404fca0400a9,Flat,2024-04-24 22:10:54,2024-04-24 22:12:55,4,1,0,0,0,1,2024-04-24T22:11:59Z,22.832000017166138,2,1,2
607f63ce9ffa404fca0400a9,Flat,2024-04-24 22:10:54,2024-04-24 22:12:55,5,2,0,0,0,1,2024-04-24T22:12:10Z,10.248000144958496,2,2,1
607f63ce9ffa404fca0400a9,Flat,2024-04-24 22:10:54,2024-04-24 22:12:55,6,2,0,0,1,1,2024-04-24T22:12:17Z,7.071999788284302,3,1,1
607f63ce9ffa404fca0400a9,Flat,2024-04-24 22:10:54,2024-04-24 22:12:55,7,2,1,0,1,1,2024-04-24T22:12:38Z,20.920000076293945,4,1,1
607f63ce9ffa404fca0400a9,Flat,2024-04-24 22:10:54,2024-04-24 22:12:55,8,2,2,0,1,1,2024-04-24T22:12:44Z,6.48799991607666,3,2,1
5e904f36cc3d6c355bbf48fa,Increasing,2024-04-24 22:09:46,2024-04-24 22:12:55,1,0,0,0,0,0,2024-04-24T22:10:05Z,0,0,5,0
5e904f36cc3d6c355bbf48fa,Increasing,2024-04-24 22:09:46,2024-04-24 22:12:55,2,0,0,0,0,1,2024-04-24T22:10:11Z,6.210999965667725,1,4,1
5e904f36cc3d6c355bbf48fa,Increasing,2024-04-24 22:09:46,2024-04-24 22:12:55,3,0,0,0,1,0,2024-04-24T22:11:15Z,64.0440001487732,0,4,2
5e904f36cc3d6c355bbf48fa,Increasing,2024-04-24 22:09:46,2024-04-24 22:12:55,4,0,0,0,2,0,2024-04-24T22:11:31Z,15.770999908447266,1,4,1
5e904f36cc3d6c355bbf48fa,Increasing,2024-04-24 22:09:46,2024-04-24 22:12:55,5,0,0,1,0,0,2024-04-24T22:11:46Z,15.559999942779541,1,4,2
5e904f36cc3d6c355bbf48fa,Increasing,2024-04-24 22:09:46,2024-04-24 22:12:55,6,0,1,1,0,0,2024-04-24T22:12:02Z,15.868000030517578,1,3,1
5e904f36cc3d6c355bbf48fa,Increasing,2024-04-24 22:09:46,2024-04-24 22:12:55,7,0,2,1,0,0,2024-04-24T22:12:19Z,17.131999969482422,2,3,1
5e904f36cc3d6c355bbf48fa,Increasing,2024-04-24 22:09:46,2024-04-24 22:12:55,8,1,0,1,0,0,2024-04-24T22:12:43Z,23.81500005722046,2,3,2
642aff87ea9fb23585fc5ee3,Increasing,2024-04-24 22:11:10,2024-04-24 22:12:58,1,0,0,0,0,0,2024-04-24T22:11:48Z,0,1,3,0
642aff87ea9fb23585fc5ee3,Increasing,2024-04-24 22:11:10,2024-04-24 22:12:58,2,0,0,0,1,0,2024-04-24T22:11:56Z,7.597999811172485,2,2,1
642aff87ea9fb23585fc5ee3,Increasing,2024-04-24 22:11:10,2024-04-24 22:12:58,3,0,0,0,2,0,2024-04-24T22:12:09Z,13.046000003814697,1,2,1
642aff87ea9fb23585fc5ee3,Increasing,2024-04-24 22:11:10,2024-04-24 22:12:58,4,0,1,1,2,0,2024-04-24T22:12:19Z,9.843000173568726,1,3,2
642aff87ea9fb23585fc5ee3,Increasing,2024-04-24 22:11:10,2024-04-24 22:12:58,5,1,0,1,2,0,2024-04-24T22:12:26Z,6.978999853134155,0,2,2
642aff87ea9fb23585fc5ee3,Increasing,2024-04-24 22:11:10,2024-04-24 22:12:58,6,2,0,0,1,0,2024-04-24T22:12:35Z,8.985000133514404,3,1,3
642aff87ea9fb23585fc5ee3,Increasing,2024-04-24 22:11:10,2024-04-24 22:12:58,7,2,0,0,1,1,2024-04-24T22:12:44Z,9.244999885559082,4,0,1
642aff87ea9fb23585fc5ee3,Increasing,2024-04-24 22:11:10,2024-04-24 22:12:58,8,2,1,0,1,1,2024-04-24T22:12:51Z,7.249000072479248,5,0,1
6622e422b8569ed4d2cff4d3,Flat,2024-04-24 22:10:20,2024-04-24 22:13:00,1,0,0,0,0,0,2024-04-24T22:11:21Z,0,3,4,0
6622e422b8569ed4d2cff4d3,Flat,2024-04-24 22:10:20,2024-04-24 22:13:00,2,0,0,1,1,0,2024-04-24T22:11:43Z,22.23099994659424,3,4,2
6622e422b8569ed4d2cff4d3,Flat,2024-04-24 22:10:20,2024-04-24 22:13:00,3,0,0,1,2,0,2024-04-24T22:12:01Z,17.497000217437744,2,3,1
6622e422b8569ed4d2cff4d3,Flat,2024-04-24 22:10:20,2024-04-24 22:13:00,4,0,0,0,2,0,2024-04-24T22:12:07Z,6.299999952316284,3,4,1
6622e422b8569ed4d2cff4d3,Flat,2024-04-24 22:10:20,2024-04-24 22:13:00,5,0,0,0,0,1,2024-04-24T22:12:18Z,11.473999977111816,2,3,2
6622e422b8569ed4d2cff4d3,Flat,2024-04-24 22:10:20,2024-04-24 22:13:00,6,0,1,0,0,0,2024-04-24T22:12:26Z,7.23199987411499,2,3,2
6622e422b8569ed4d2cff4d3,Flat,2024-04-24 22:10:20,2024-04-24 22:13:00,7,1,0,0,0,0,2024-04-24T22:12:40Z,14.444000005722046,4,3,2
6622e422b8569ed4d2cff4d3,Flat,2024-04-24 22:10:20,2024-04-24 22:13:00,8,0,2,0,0,0,2024-04-24T22:12:51Z,11.308000087738037,2,3,2
653bb54e9224191c7b7741c6,Flat,2024-04-24 22:12:08,2024-04-24 22:13:09,1,0,0,0,1,0,2024-04-24T22:12:22Z,0,3,4,0
653bb54e9224191c7b7741c6,Flat,2024-04-24 22:12:08,2024-04-24 22:13:09,2,0,0,0,0,0,2024-04-24T22:12:28Z,5.610000133514404,4,3,1
653bb54e9224191c7b7741c6,Flat,2024-04-24 22:12:08,2024-04-24 22:13:09,3,0,0,0,0,1,2024-04-24T22:12:36Z,8.355999946594238,5,2,1
653bb54e9224191c7b7741c6,Flat,2024-04-24 22:12:08,2024-04-24 22:13:09,4,0,0,0,1,1,2024-04-24T22:12:41Z,4.566999912261963,4,3,1
653bb54e9224191c7b7741c6,Flat,2024-04-24 22:12:08,2024-04-24 22:13:09,5,0,0,0,2,1,2024-04-24T22:12:44Z,3.6450002193450928,4,2,1
653bb54e9224191c7b7741c6,Flat,2024-04-24 22:12:08,2024-04-24 22:13:09,6,1,0,0,0,0,2024-04-24T22:12:55Z,10.756999969482422,3,4,3
653bb54e9224191c7b7741c6,Flat,2024-04-24 22:12:08,2024-04-24 22:13:09,7,1,0,0,1,0,2024-04-24T22:13:00Z,5.336999893188477,2,5,1
